company	deal_year	company_type	amt_raised_millions
RxLive (Clinics/Outpatient Services)	2022	Challenger	5.20
SafeinHome	2022	Challenger	13.80
Sage (Healthcare Technology Systems)	2022	Enabler	8.87
SamaCare	2022	Enabler	12.00
SaVia Health	2022	Enabler	9.00
Scope (Network Management Software)	2022	Enabler	20.00
Scripta Insights	2022	Enabler	15.50
ScriptDrop	2022	Enabler	7.49
Season Health	2022	Challenger	34.00
Segmed	2022	Enabler	5.20
Sensi.AI	2022	Enabler	7.00
Sesame (Managed Care)	2022	Enabler	50.76
Seventy Three Ventures	2022	Enabler	6.40
Shadowbox	2022	Enabler	8.00
ShiftMed	2022	Enabler	86.62
Sibly	2022	Challenger	10.10
Sickbay	2022	Enabler	17.00
SimX (Healthcare Devices and Supplies)	2022	Enabler	
Slingshot AI	2022	Challenger	6.16
Smarter Technologies	2022	Enabler	5.97
SmartStory	2022	Enabler	7.11
SmithRx	2022	Enabler	27.16
SocialClimb	2022	Enabler	3.40
Socially Determined	2022	Enabler	26.00
Soda Health	2022	Enabler	30.00
Solera (Other Healthcare Services)	2022	Enabler	48.00
Somatus	2022	Challenger	325.00
Sonde	2022	Enabler	21.00
Sparta Science	2022	Enabler	16.27
SpectrumAi	2022	Enabler	9.00
Stability Health	2022	Enabler	7.50
Standard Practice	2022	Enabler	8.50
SteadyMD	2022	Challenger	30.00
Steer Health	2022	Enabler	6.50
Stellar Health	2022	Enabler	80.50
Story Health	2022	Enabler	22.63
SubjectWell	2022	Enabler	35.00
Subtle Medical	2022	Enabler	25.00
Summer Health	2022	Challenger	7.50
Summus	2022	Challenger	15.00
Sunrise (Healthcare Services)	2022	Challenger	30.00
Syapse	2022	Enabler	35.00
Syllable	2022	Enabler	40.00
Synapticure	2022	Challenger	6.00
Syntegra	2022	Enabler	5.63
Syntrillo	2022	Enabler	10.00
Talkiatry	2022	Challenger	57.00
TapestryHealth	2022	Challenger	11.00
TaskHuman	2022	Enabler	19.27
Tegria	2022	Enabler	
Tembo Health	2022	Challenger	8.91
TempoPay	2022	Enabler	7.75
Tesis Biosciences	2022	Challenger	36.00
Thatch	2022	Enabler	5.60
Theator	2022	Enabler	24.00
Thoughtful.ai	2022	Enabler	10.00
TimeDoc Health	2022	Challenger	48.64
Together Senior Health	2022	Challenger	7.75
Tomorrow Health	2022	Enabler	60.00
Topography Health	2022	Enabler	21.50
Transcarent	2022	Enabler	200.00
Translational Imaging Innovations	2022	Enabler	9.25
Trayt	2022	Enabler	7.46
Tripp	2022	Enabler	11.20
Truepill	2022	Enabler	50.00
TSOLife	2022	Enabler	8.75
Tula Health	2022	Enabler	19.38
Turquoise Health	2022	Enabler	20.00
Turtle Health	2022	Challenger	5.40
UberDoc	2022	Challenger	4.10
Undivided	2022	Challenger	
Upfront (Enterprise Systems)	2022	Enabler	72.02
Uplift Labs	2022	Enabler	7.76
Upside (Elder and Disabled Care)	2022	Challenger	7.75
Upswing Health	2022	Enabler	4.91
Upward Health	2022	Challenger	15.80
Upwards	2022	Challenger	17.00
Utila (Outcome Management)	2022	Enabler	6.50
Valera Health	2022	Challenger	44.54
Validic	2022	Enabler	12.00
Vanna Health	2022	Challenger	29.00
Verana Health	2022	Enabler	150.00
Violet (Healthcare Technology Systems)	2022	Enabler	5.29
Vital (Enterprise Systems)	2022	Enabler	24.70
VitalTech	2022	Challenger	14.31
Vivo (Healthcare Services)	2022	Challenger	
VivoSense	2022	Enabler	25.00
Viz.ai	2022	Enabler	100.00
Vytalize	2022	Challenger	47.21
Walnut	2022	Enabler	11.75
Waltz Health	2022	Enabler	35.00
Warrior Centric Health	2022	Enabler	3.52
Wave (Clinics/Outpatient Services)	2022	Challenger	6.50
Waymark	2022	Challenger	45.00
Weekend Health	2022	Challenger	22.80
WellTheory	2022	Challenger	7.15
Wellvana	2022	Enabler	19.12
Wheel Health	2022	Enabler	125.00
Wildflower Health	2022	Enabler	26.00
Woebot Health	2022	Challenger	9.50
Wonder Sciences	2022	Challenger	7.00
WonderMind	2022	Challenger	5.00
Wysa	2022	Challenger	10.71
xCures	2022	Enabler	16.80
XP Health	2022	Challenger	22.10
Zaya Care	2022	Enabler	7.60
Zeera	2022	Challenger	37.00
Zocalo Health	2022	Challenger	6.93
1health	2023	Enabler	6.20
1upHealth	2023	Enabler	40.00
4D Path	2023	Enabler	12.97
98point6	2023	Challenger	30.72
Abridge	2023	Enabler	30.00
Abridge	2023	Enabler	6.40
AdaptX	2023	Enabler	10.00
Advanced Telepsych	2023	Challenger	5.20
Affect (Clinics/Outpatient Services)	2023	Challenger	18.07
Ahara	2023	Challenger	10.02
Aiberry	2023	Challenger	8.00
Aledade	2023	Enabler	260.00
Allara Health	2023	Challenger	16.29
Amalgam	2023	Challenger	17.36
Ambience Healthcare	2023	Enabler	70.00
Amenities	2023	Enabler	8.81
Ample (Clinics/Outpatient Services)	2023	Challenger	7.75
AngioWave Imaging	2023	Enabler	7.50
AnswersNow	2023	Challenger	11.00
Antidote Health	2023	Challenger	18.20
Aptihealth	2023	Challenger	10.80
AristaMD	2023	Enabler	27.32
Arrive Health	2023	Enabler	6.00
Artera (Decision/Risk Analysis)	2023	Enabler	90.00
Arya.Fyi	2023	Challenger	6.40
AtlasXomics	2023	Enabler	10.10
Atropos Health	2023	Enabler	5.92
Author Health	2023	Challenger	115.00
Avo	2023	Enabler	5.00
Axuall	2023	Enabler	7.00
Axuall	2023	Enabler	20.00
Banjo Health	2023	Enabler	13.00
Batelle	2023	Challenger	11.75
BeeKeeperAI	2023	Enabler	12.10
BEKHealth	2023	Enabler	5.47
Bend Health	2023	Challenger	31.16
Bento (Social/Platform Software)	2023	Enabler	7.17
Better Life Partners	2023	Challenger	26.53
BetterNight	2023	Challenger	33.00
BetterYou	2023	Challenger	6.00
Biograph	2023	Challenger	29.90
Blueprint (Outcome Management)	2023	Enabler	8.98
BodySpec	2023	Challenger	8.61
Bold (Educational and Training Services)	2023	Challenger	17.00
Branch Care	2023	Challenger	5.69
Brisk Health	2023	Challenger	25.00
Briya	2023	Enabler	11.50
Bunkerhill Health	2023	Enabler	18.93
C2N Diagnostics	2023	Challenger	35.00
Candid Health	2023	Enabler	24.49
Capital Rx	2023	Enabler	72.00
Caraway (Clinics/Outpatient Services)	2023	Challenger	16.75
Carbon Health	2023	Challenger	300.00
Carbon Health	2023	Challenger	100.00
CardioOne	2023	Enabler	8.00
Care Continuity	2023	Enabler	10.00
Carium	2023	Enabler	6.00
Carrum Health	2023	Enabler	45.00
Carta Healthcare	2023	Enabler	25.00
Cartwheel (Healthcare Services)	2023	Challenger	20.00
CCX	2023	Enabler	5.40
Certify	2023	Enabler	11.00
ChartSpan	2023	Enabler	8.80
Clarity Pediatrics	2023	Challenger	10.00
Clayful	2023	Challenger	7.00
Clearsense	2023	Enabler	50.00
Clever Care Health Plan	2023	Challenger	42.00
Clinetic	2023	Enabler	5.00
Clinicom	2023	Challenger	4.85
Clinii	2023	Enabler	8.00
ClinTrialConnect	2023	Enabler	13.51
CodaMetrix	2023	Enabler	57.38
Cognitive Leap	2023	Challenger	5.10
Collectly	2023	Enabler	29.00
Commons Clinic	2023	Challenger	19.50
Commure	2023	Enabler	1,323.13
Complete Sleep	2023	Challenger	5.00
Conceivable Life Sciences	2023	Challenger	20.00
Cortex (Healthcare Technology Systems)	2023	Enabler	10.00
Cortica	2023	Challenger	115.00
Covera Health	2023	Enabler	50.00
Coverself	2023	Enabler	5.45
Cromatic	2023	Enabler	5.30
Culina Health	2023	Challenger	7.38
CuraFi	2023	Enabler	7.25
Cureatr	2023	Enabler	
CureMetrix	2023	Enabler	6.00
Cylinder	2023	Challenger	31.00
Datacubed Health	2023	Enabler	6.11
Daybreak Health	2023	Challenger	13.00
Delorean AI	2023	Enabler	7.55
DexCare	2023	Enabler	75.00
Diana Health	2023	Challenger	34.00
Digbi Health	2023	Challenger	5.40
Doceree	2023	Enabler	22.84
Dock Health	2023	Enabler	5.00
DocStation	2023	Enabler	6.50
Duos	2023	Challenger	10.00
Elaborate	2023	Enabler	9.88
Electronic Caregiver	2023	Enabler	95.00
Elemeno Health	2023	Enabler	6.03
Eleos Health	2023	Enabler	40.00
Elucid	2023	Enabler	86.00
Elucid	2023	Enabler	27.00
Empassion	2023	Challenger	25.00
EmpowerHealth	2023	Enabler	6.92
Endear Health	2023	Enabler	
EngagedMD	2023	Enabler	5.50
Enlitic (ASX: ENL)	2023	Enabler	67.00
Enspire DBS Therapy	2023	Challenger	17.60
EO	2023	Enabler	7.00
Epikast	2023	Enabler	10.00
Essenvia	2023	Enabler	5.48
Eureka (Outcome Management (Healthcare))	2023	Challenger	7.00
evolvedMD	2023	Challenger	14.00
Fabric (Enterprise Systems)	2023	Enabler	20.00
Family First	2023	Challenger	11.00
Faro Health	2023	Enabler	20.00
Fay	2023	Challenger	5.00
Ferrum Health	2023	Enabler	6.00
Firefly Health	2023	Challenger	40.00
FirstHand Health	2023	Challenger	28.08
FitLab	2023	Challenger	10.00
Float Health (Healthcare Services)	2023	Challenger	9.99
FoldHealth	2023	Enabler	6.00
ForeSee Medical	2023	Enabler	13.54
Form Health	2023	Challenger	22.88
Forum	2023	Enabler	5.30
Forward (Clinics/Outpatient Services)	2023	Challenger	100.00
Frame	2023	Challenger	5.33
Free Market Health	2023	Enabler	20.00
Frontera	2023	Enabler	22.00
Fuse Oncology	2023	Enabler	8.86
FuturHealth	2023	Challenger	5.00
GenHealth.ai	2023	Enabler	13.00
Glass Health	2023	Enabler	5.00
Glooko	2023	Enabler	67.00
Glytec	2023	Enabler	19.35
Goodpath	2023	Enabler	
Grayce	2023	Challenger	11.50
GrayHawk Health	2023	Challenger	13.25
Greater Good Health	2023	Challenger	10.25
Guidelight Health	2023	Challenger	
Gyant	2023	Enabler	8.61
HANDLE Global	2023	Enabler	5.70
Harbinger Health	2023	Enabler	140.00
HealNow	2023	Enabler	5.50
Health Data Analytics Institute	2023	Enabler	31.00
HealthBridge	2023	Enabler	8.37
HealthEC	2023	Enabler	5.00
HealtheMed	2023	Enabler	5.70
HealthŌme	2023	Enabler	7.94
HealthRhythms	2023	Enabler	22.20
HealthSnap	2023	Enabler	9.09
HealthTap	2023	Challenger	
Healthy Amplified	2023	Enabler	5.00
Heartbeat Health	2023	Challenger	10.75
HeartFlow	2023	Enabler	215.00
HelloHero	2023	Challenger	
Helpful (Healthcare Services)	2023	Enabler	7.75
Hepta Bio	2023	Enabler	6.50
Hero Journey Club	2023	Challenger	14.62
Herself Health	2023	Challenger	26.00
Herself Health	2023	Challenger	7.00
Hippocratic AI	2023	Enabler	15.00
Hippocratic AI	2023	Enabler	50.00
Holmusk (He serves)	2023	Enabler	30.00
Holmusk (He serves)	2023	Enabler	45.75
Hone Health	2023	Challenger	7.80
How's Mom	2023	Enabler	6.69
Huddle Up	2023	Challenger	8.00
Hummingbird Healthcare	2023	Enabler	5.80
Ilant Health	2023	Challenger	5.50
iLLUME Ai	2023	Enabler	
Impilo (Enterprise Systems (Healthcare))	2023	Enabler	5.70
Inbound Health	2023	Enabler	30.00
Inbox Health	2023	Enabler	22.50
Index Health	2023	Challenger	9.00
InpharmD	2023	Enabler	6.50
InsideTracker	2023	Enabler	15.00
Inspire ( Healthcare Services)	2023	Enabler	20.00
Integral (Business/Productivity Software)	2023	Enabler	6.77
INTERlink AI	2023	Enabler	6.00
InterWell Health	2023	Challenger	18.33
Isaac Health	2023	Challenger	5.70
Janus Health	2023	Enabler	45.10
Javara	2023	Challenger	9.43
Joon Care	2023	Challenger	6.00
Journey Clinical	2023	Challenger	8.50
K Health	2023	Enabler	59.00
K4Connect	2023	Enabler	8.98
KAID Health	2023	Enabler	9.00
KangarooHealth	2023	Challenger	8.00
Keona Health	2023	Enabler	5.20
Kindbody	2023	Challenger	191.20
Kiyatec	2023	Enabler	18.00
Klaim	2023	Enabler	30.00
Klarity (Clinics/Outpatient Services)	2023	Challenger	9.20
knownwell	2023	Challenger	20.00
Koios Medical	2023	Enabler	8.00
KOS (Decision/Risk Analysis)	2023	Enabler	50.00
Kyros (Healthcare Technology Systems)	2023	Enabler	10.50
Kythera	2023	Enabler	20.00
Laguna Health	2023	Enabler	15.00
LainaHealth	2023	Enabler	11.00
Lane Health	2023	Enabler	9.95
Laudio	2023	Enabler	13.00
Lavita (Healthcare Technology Systems)	2023	Enabler	5.00
Lifeforce	2023	Challenger	12.00
Lifeguard (Elder and Disabled Care)	2023	Challenger	5.49
Lifespark	2023	Challenger	50.00
Lirio	2023	Enabler	14.61
Local Infusion	2023	Challenger	10.00
Longevo	2023	Challenger	5.50
Loyal (Healthcare Technology Systems)	2023	Enabler	7.70
Lucem Health	2023	Enabler	7.70
Luna (Nashville)	2023	Challenger	36.00
Macro Trials	2023	Enabler	6.00
Mae	2023	Challenger	5.98
Main Street Health	2023	Challenger	315.00
Mantra Health	2023	Challenger	5.00
Marker (Educational Software)	2023	Challenger	15.00
Mate Fertility	2023	Challenger	5.20
MD Revolution	2023	Enabler	5.00
MedArrive	2023	Challenger	
Medcrypt	2023	Enabler	27.19
Medeloop	2023	Enabler	9.00
Medical Brain	2023	Enabler	5.43
MediView	2023	Enabler	25.44
Medivis	2023	Enabler	22.01
Medix Infusion	2023	Challenger	25.50
Medmo	2023	Enabler	
Medrhythms	2023	Challenger	5.82
MedScout	2023	Enabler	5.00
MedTel	2023	Enabler	6.40
Melonfrost	2023	Enabler	7.00
Memora Health	2023	Enabler	30.00
Midi Health	2023	Challenger	25.00
Midstream Health	2023	Enabler	6.68
Mingle Health	2023	Enabler	7.28
Modern Pediatrics	2023	Challenger	9.00
Mon Ami	2023	Enabler	8.00
Monogram Health	2023	Challenger	375.00
MPAC Healthcare	2023	Challenger	
Myavana	2023	Enabler	5.90
MyMeds	2023	Enabler	6.00
MyWoundDoctor	2023	Challenger	11.85
Nest Genomics	2023	Enabler	8.50
Nest Health	2023	Challenger	14.62
Neura Health	2023	Challenger	8.00
NOCD	2023	Challenger	30.45
Nomi Health	2023	Enabler	118.24
Nourish	2023	Challenger	35.00
Nourish	2023	Challenger	8.00
Nymbl (Healthcare Technology Systems)	2023	Enabler	11.25
Octave	2023	Challenger	52.51
Octave (Decision/Risk Analysis)	2023	Enabler	
Octave (Decision/Risk Analysis)	2023	Enabler	62.00
Onc AI	2023	Enabler	25.00
OnMed	2023	Enabler	6.10
OpenEvidence	2023	Enabler	25.00
OpenLoop Health	2023	Enabler	21.00
Opt Health	2023	Challenger	6.88
Optimize Health	2023	Enabler	18.00
Orbita	2023	Enabler	24.00
Orchid	2023	Enabler	12.00
Oshi Health	2023	Challenger	30.00
Ospitek	2023	Enabler	5.42
Oula	2023	Challenger	19.10
Ounce	2023	Challenger	5.20
Outbound AI	2023	Enabler	8.90
Paceline	2023	Enabler	20.31
Paige	2023	Enabler	19.50
Pair Team	2023	Challenger	19.68
Papa	2023	Challenger	60.00
Paradigm Health (Healthcare Technology Systems)	2023	Challenger	203.00
PathologyWatch	2023	Challenger	22.34
PathWell Health	2023	Challenger	
PayGround	2023	Enabler	14.86
Paytient	2023	Enabler	33.00
Pearl Health	2023	Enabler	75.00
PhaseV (Healthcare Technology Systems)	2023	Enabler	9.00
Playback Health	2023	Enabler	8.30
Plenful	2023	Enabler	9.00
Pomelo Care	2023	Challenger	25.00
Power	2023	Enabler	11.93
Prealize Health	2023	Enabler	7.00
Prevounce	2023	Enabler	7.00
Probably Genetic	2023	Enabler	10.72
Profi	2023	Enabler	8.00
Prognos Health	2023	Enabler	23.29
Prompt (Enterprise Systems (Healthcare))	2023	Enabler	6.04
Prospyr	2023	Enabler	5.00
Pulsara	2023	Enabler	6.75
PursueCare	2023	Challenger	20.00
Quilted Health	2023	Challenger	25.00
Quinsite	2023	Enabler	5.90
RAIsonance	2023	Enabler	7.20
RapidAI	2023	Enabler	75.00
Recuro Health	2023	Challenger	47.00
Reema Health	2023	Enabler	10.00
Rejoy Health	2023	Challenger	5.40
Reveleer	2023	Enabler	14.40
Rheonix	2023	Challenger	183.00
RhythmScience	2023	Enabler	6.00
Rialtic	2023	Enabler	36.71
Rialtic	2023	Enabler	28.10
RightMove Health	2023	Challenger	21.00
Rimidi	2023	Enabler	5.68
Rx Redefined	2023	Enabler	8.00
RxLightning	2023	Enabler	17.50
Rymedi	2023	Enabler	9.00
Ryse Health	2023	Challenger	9.79
SafeinHome	2023	Challenger	7.40
SafeRide Health	2023	Enabler	36.00
Sage (Healthcare Technology Systems)	2023	Enabler	14.17
Sanguine	2023	Enabler	10.00
Scene Health	2023	Challenger	12.99
Season Health	2023	Challenger	
Seek Labs	2023	Challenger	13.64
Sempre Health	2023	Enabler	15.75
Sevaro	2023	Challenger	12.00
Sheer Health	2023	Enabler	13.00
ShiftMed	2023	Enabler	200.00
Sift Healthcare	2023	Enabler	6.75
Smarter Technologies	2023	Enabler	15.00
Solace (Clinics/Outpatient Services)	2023	Challenger	6.53
Sollis Health	2023	Challenger	15.00
Sovato	2023	Enabler	13.00
Spark Advisors	2023	Challenger	10.05
Sparta Science	2023	Enabler	5.00
Sparta Science	2023	Enabler	34.00
SpectrumAi	2023	Enabler	20.00
Spring Health	2023	Challenger	63.50
Stella	2023	Challenger	7.00
Strive Health	2023	Challenger	166.00
Summus	2023	Challenger	19.50
Sunrise (Healthcare Services)	2023	Challenger	42.00
Surgical Safety Technologies	2023	Enabler	15.00
SurgNet Health Partners	2023	Challenger	50.00
Surgo Health	2023	Enabler	5.00
Synapse Health	2023	Enabler	25.00
Synapse Health	2023	Enabler	15.00
Syntax Health	2023	Enabler	7.50
TailorCare	2023	Challenger	60.00
Taro Health	2023	Challenger	13.59
Tausight	2023	Enabler	6.00
The Helper Bees	2023	Enabler	7.00
Therapymatch	2023	Challenger	125.00
Third Eye Health	2023	Enabler	19.77
Thrivable	2023	Enabler	6.30
Thrive Health Tech	2023	Enabler	8.00
Thrive365	2023	Enabler	
Thyme Care	2023	Challenger	60.00
Tia	2023	Challenger	20.73
Topography Health	2023	Enabler	27.50
Trayt	2023	Enabler	5.80
Triomics	2023	Enabler	13.75
Triplebar	2023	Enabler	21.00
Truepill	2023	Enabler	66.18
TruLite Health	2023	Enabler	8.15
TuumIO	2023	Enabler	30.20
Twenty30 Health	2023	Challenger	6.52
Twill	2023	Challenger	36.03
UpLift (Clinics/Outpatient Services)	2023	Challenger	10.70
Uptiv Health	2023	Challenger	7.75
Uwill	2023	Challenger	30.00
Vale Health	2023	Enabler	13.00
Vativis	2023	Enabler	20.00
Venteur	2023	Challenger	7.60
Ventricle Health	2023	Challenger	8.00
Verana Health	2023	Enabler	78.74
Verifiable	2023	Enabler	27.00
Viomerse	2023	Enabler	4.90
Visana Health	2023	Challenger	13.36
Vita Health	2023	Challenger	3.40
Vital Interaction	2023	Enabler	6.00
ViuHealth	2023	Challenger	5.77
Vivid Health (Elder and Disabled Care)	2023	Challenger	7.50
Viz.ai	2023	Enabler	40.00
Vybe Urgent Care	2023	Challenger	8.94
Vytalize	2023	Challenger	45.00
Watershed Health	2023	Enabler	9.82
Wave (Clinics/Outpatient Services)	2023	Challenger	5.95
Waymark	2023	Challenger	22.00
Wellth (California)	2023	Enabler	20.00
Wellthy (Clinics/Outpatient Services)	2023	Challenger	25.50
Wellvana	2023	Enabler	122.03
Wisdo Health	2023	Challenger	5.00
Xerataus IQX	2023	Enabler	25.00
Xerataus IQX	2023	Enabler	25.00
Youtopia	2023	Enabler	
Yuvo Health	2023	Challenger	20.00
Zeda (Devices and Supplies)	2023	Enabler	
ZERO.health	2023	Challenger	6.28
Zorro	2023	Enabler	11.50
Zus Health	2023	Enabler	40.00
32Health	2024	Enabler	18.20
9am.Health	2024	Challenger	9.57
Abacus Insights	2024	Enabler	6.31
Abacus Insights	2024	Enabler	40.92
Abett	2024	Enabler	11.60
Abridge	2024	Enabler	150.00
AccessHope	2024	Enabler	33.00
Acclinate	2024	Enabler	7.00
Accompany Health	2024	Challenger	56.00
AcuityMD	2024	Enabler	45.00
Adoreal	2024	Enabler	5.87
Advantia Health	2024	Challenger	85.72
AiCure	2024	Enabler	4.00
Aizon	2024	Enabler	20.00
Alchemy (Healthcare Services)	2024	Enabler	
Alto Pharmacy	2024	Challenger	120.00
Amae Health	2024	Challenger	16.00
Amino Health	2024	Enabler	90.00
AminoChain	2024	Enabler	7.07
Amplifyer Bio	2024	Enabler	7.08
Anatomy Financial	2024	Enabler	19.00
Anatomy Financial	2024	Enabler	7.60
AngelEye Health	2024	Enabler	11.17
Anna Health	2024	Challenger	9.41
Anomaly (Healthcare Technology Systems)	2024	Enabler	13.07
Anterior	2024	Enabler	20.00
Arbital Health	2024	Enabler	15.23
Arise (Clinics/Outpatient Services)	2024	Challenger	6.48
Artera (Decision/Risk Analysis)	2024	Enabler	20.00
Artisight	2024	Enabler	38.46
Arya.Fyi	2024	Challenger	8.50
Arya.Fyi	2024	Challenger	7.50
Ascellus	2024	Challenger	13.98
Ascertain	2024	Enabler	7.38
Ash	2024	Challenger	10.00
Atropos Health	2024	Enabler	33.00
Auxa Health	2024	Enabler	5.20
Ayble Health	2024	Enabler	6.65
Backpack	2024	Challenger	14.00
Bamf Health	2024	Challenger	
Bardavon	2024	Enabler	5.22
Bayesian Health	2024	Enabler	25.00
Being Health	2024	Challenger	5.40
BeMe Health	2024	Enabler	8.45
Berry Street	2024	Challenger	9.24
Better Health	2024	Challenger	14.00
Betteromics	2024	Enabler	16.60
Bexa	2024	Enabler	16.00
Blackbird Health	2024	Challenger	22.77
Blink Health	2024	Enabler	128.00
blockit (Enterprise Systems (Healthcare))	2024	Enabler	10.65
Bluespine	2024	Enabler	7.20
Bolster	2024	Enabler	14.00
Bolt (Healthcare Technology Systems)	2024	Enabler	6.93
Boost	2024	Enabler	
BostonGene	2024	Enabler	120.00
Boulder Care	2024	Challenger	35.01
BrainCheck	2024	Enabler	15.37
Brave Care	2024	Challenger	9.35
BridgepointMD	2024	Challenger	
Brightside Health	2024	Challenger	33.00
Brisk Health	2024	Challenger	100.00
C2N Diagnostics	2024	Challenger	40.00
CalmWave	2024	Enabler	5.25
Camber (Healthcare Technology Systems)	2024	Enabler	30.00
Canary Speech	2024	Enabler	13.03
Canid	2024	Enabler	10.50
Canvas Medical	2024	Enabler	21.00
CapExpert	2024	Enabler	5.00
Capital Rx	2024	Enabler	115.00
Caresyntax	2024	Enabler	210.00
Cariloop	2024	Challenger	20.00
CARPL	2024	Enabler	6.00
Cayaba Care	2024	Challenger	5.00
Cecelia Health	2024	Challenger	6.48
Centaur Labs	2024	Enabler	16.00
Centivo	2024	Challenger	49.14
Cercle (Healthcare Services)	2024	Challenger	6.00
Chamber Cardio	2024	Challenger	8.00
Chapter Medicare	2024	Challenger	50.00
Ciba Health	2024	Challenger	10.30
Citizen Health	2024	Enabler	14.50
Clarion (Enterprise Systems (Healthcare))	2024	Enabler	5.30
Clarium Health	2024	Enabler	12.50
Clearsense	2024	Enabler	18.74
Cleerly	2024	Enabler	106.00
Click Therapeutics	2024	Challenger	11.27
CodaMetrix	2024	Enabler	40.00
Codex Health	2024	Enabler	11.00
Cohere Health	2024	Enabler	52.00
Conceivable Life Sciences	2024	Challenger	
Conversio Health	2024	Enabler	15.83
Coral Care	2024	Challenger	6.50
Cornerstone AI	2024	Enabler	5.00
Cortechs.ai	2024	Enabler	14.00
Cortica	2024	Challenger	81.00
Counsel Health (Clinics/Outpatient Services)	2024	Challenger	11.00
Counslr	2024	Challenger	5.24
Courier Health	2024	Enabler	16.50
Coverself	2024	Enabler	8.18
CredibleMind	2024	Challenger	7.50
Credo Health	2024	Enabler	5.25
CueZen	2024	Enabler	7.00
Culina Health	2024	Challenger	7.90
CureMetrix	2024	Enabler	30.00
Dandelion Health	2024	Enabler	15.89
Darby	2024	Enabler	
DashLX	2024	Enabler	5.40
Dasi Simulations	2024	Enabler	5.00
DaylightRx	2024	Enabler	5.80
Decisio Health	2024	Enabler	
Devoted	2024	Challenger	287.00
DigitalOwl	2024	Enabler	12.00
Dina	2024	Enabler	7.00
Diverge Health	2024	Challenger	52.40
Doc.com	2024	Challenger	299.29
Doceree	2024	Enabler	11.71
Droxi	2024	Enabler	21.00
Dyania Health	2024	Enabler	10.00
Elderhood	2024	Challenger	12.00
Eleanor Health	2024	Challenger	30.00
Eleanor Health	2024	Challenger	22.24
Emerging Therapy Solutions	2024	Enabler	5.00
Equip	2024	Challenger	35.00
Eternal Life Services	2024	Challenger	
Etiometry	2024	Enabler	
Evidation Health	2024	Enabler	105.00
Evidently	2024	Enabler	15.00
Evidium	2024	Enabler	6.75
EXOKĒRYX	2024	Enabler	12.00
Expressable	2024	Challenger	28.16
Eyebot	2024	Enabler	8.28
Fabric (Enterprise Systems)	2024	Enabler	60.00
Faction Imaging	2024	Enabler	10.00
Fay	2024	Challenger	20.00
Feeling Great	2024	Enabler	8.00
Ferrum Health	2024	Enabler	16.00
Ferry Health	2024	Enabler	6.00
Fifth Eye	2024	Enabler	2.60
Fijoya	2024	Enabler	8.30
Firefly Health	2024	Challenger	18.90
flyte (Clinics/Outpatient Services)	2024	Challenger	24.00
Foodsmart	2024	Enabler	200.00
Foodsmart	2024	Enabler	40.00
Forge Health	2024	Challenger	26.60
Form Health	2024	Challenger	12.50
Fort Health	2024	Challenger	5.50
Forta	2024	Challenger	55.00
Fountain Life	2024	Challenger	101.63
Freenome	2024	Enabler	254.00
Freyja Healthcare	2024	Enabler	8.00
Freyja Healthcare	2024	Enabler	8.00
Function Health	2024	Challenger	53.00
FUTURE Health	2024	Challenger	7.81
Genomic Life	2024	Challenger	10.00
Getlabs	2024	Challenger	18.69
Global Health Opinion	2024	Challenger	10.00
Glooko	2024	Enabler	100.00
Granted Health	2024	Enabler	15.00
Greater Good Health	2024	Challenger	10.00
GroundGame Health	2024	Enabler	17.00
Grouper	2024	Enabler	5.00
GRYT Health	2024	Challenger	5.00
Guidehealth	2024	Challenger	14.00
Habitat Health	2024	Challenger	50.00
HabitNu	2024	Challenger	
Hamilton Health Box	2024	Challenger	10.00
Harbor Health	2024	Challenger	95.50
Headlight (Clinics/Outpatient Services)	2024	Challenger	18.00
HealthBridge	2024	Enabler	6.62
Healthee	2024	Enabler	32.00
HealtheMed	2024	Enabler	7.00
HealthEx	2024	Enabler	14.00
HealthFleet	2024	Enabler	10.00
Healthie	2024	Enabler	23.00
HealthSnap	2024	Enabler	25.00
Heartbeat Health	2024	Challenger	24.05
Herself Health	2024	Challenger	37.00
Heyday Health	2024	Challenger	12.50
HiLabs	2024	Enabler	39.00
Hippocratic AI	2024	Enabler	72.00
Homethrive	2024	Challenger	20.52
Hope River Ranch	2024	Challenger	16.70
Hopscotch Primary Care	2024	Challenger	45.00
Huddle Up	2024	Challenger	8.00
Humanaut Health	2024	Challenger	8.70
Humata Health	2024	Enabler	25.00
Hummingbird Healthcare	2024	Enabler	9.87
Impilo (Enterprise Systems (Healthcare))	2024	Enabler	11.50
Infinitus Systems	2024	Enabler	51.50
Infiuss Health	2024	Enabler	8.00
Informed Mindset Medical	2024	Enabler	8.00
InHome Therapy	2024	Challenger	5.06
InStride Health	2024	Challenger	30.00
Integral (Business/Productivity Software)	2024	Enabler	8.00
Intus Care	2024	Enabler	11.56
iVEAcare	2024	Enabler	27.50
Janus Health	2024	Enabler	10.00
Jimini Health	2024	Challenger	8.00
Journey Clinical	2024	Challenger	15.00
Joyful Health	2024	Enabler	5.10
K Health	2024	Enabler	88.36
Kins (Clinics/Outpatient Services)	2024	Challenger	7.00
Kythera	2024	Enabler	
LainaHealth	2024	Enabler	5.00
Lark	2024	Challenger	16.30
Latent	2024	Enabler	13.00
Leal Health	2024	Enabler	26.00
Legion Health	2024	Challenger	6.30
LifeGuides	2024	Enabler	15.04
Lighten	2024	Enabler	5.50
