company,deal_year,company_type,amt_raised_millions
Sibly,2022,Challenger,10.1
Sickbay,2022,Enabler,17.0
SimX (Healthcare Devices and Supplies),2022,Enabler,
Slingshot AI,2022,Challenger,6.16
Smarter Technologies,2022,Enabler,5.97
SmartStory,2022,Enabler,7.11
SmithRx,2022,Enabler,27.16
SocialClimb,2022,Enabler,3.4
Socially Determined,2022,Enabler,26.0
Soda Health,2022,Enabler,30.0
Solera (Other Healthcare Services),2022,Enabler,48.0
Somatus,2022,Challenger,325.0
Sonde,2022,Enabler,21.0
Sparta Science,2022,Enabler,16.27
SpectrumAi,2022,Enabler,9.0
Stability Health,2022,Enabler,7.5
Standard Practice,2022,Enabler,8.5
SteadyMD,2022,Challenger,30.0
Steer Health,2022,Enabler,6.5
Stellar Health,2022,Enabler,80.5
Story Health,2022,Enabler,22.63
SubjectWell,2022,Enabler,35.0
Subtle Medical,2022,Enabler,25.0
Summer Health,2022,Challenger,7.5
Summus,2022,Challenger,15.0
Sunrise (Healthcare Services),2022,Challenger,30.0
Syapse,2022,Enabler,35.0
Syllable,2022,Enabler,40.0
Synapticure,2022,Challenger,6.0
Syntegra,2022,Enabler,5.63
Syntrillo,2022,Enabler,10.0
Talkiatry,2022,Challenger,57.0
TapestryHealth,2022,Challenger,11.0
TaskHuman,2022,Enabler,19.27
Tegria,2022,Enabler,
Tembo Health,2022,Challenger,8.91
TempoPay,2022,Enabler,7.75
Tesis Biosciences,2022,Challenger,36.0
Thatch,2022,Enabler,5.6
Theator,2022,Enabler,24.0
Thoughtful.ai,2022,Enabler,10.0
TimeDoc Health,2022,Challenger,48.64
Together Senior Health,2022,Challenger,7.75
Tomorrow Health,2022,Enabler,60.0
Topography Health,2022,Enabler,21.5
Transcarent,2022,Enabler,200.0
Translational Imaging Innovations,2022,Enabler,9.25
Trayt,2022,Enabler,7.46
Tripp,2022,Enabler,11.2
Truepill,2022,Enabler,50.0
TSOLife,2022,Enabler,8.75
Tula Health,2022,Enabler,19.38
Turquoise Health,2022,Enabler,20.0
Turtle Health,2022,Challenger,5.4
UberDoc,2022,Challenger,4.1
Undivided,2022,Challenger,
Upfront (Enterprise Systems),2022,Enabler,72.02
Uplift Labs,2022,Enabler,7.76
Upside (Elder and Disabled Care),2022,Challenger,7.75
Upswing Health,2022,Enabler,4.91
Upward Health,2022,Challenger,15.8
Upwards,2022,Challenger,17.0
Utila (Outcome Management),2022,Enabler,6.5
Valera Health,2022,Challenger,44.54
Validic,2022,Enabler,12.0
Vanna Health,2022,Challenger,29.0
Verana Health,2022,Enabler,150.0
Violet (Healthcare Technology Systems),2022,Enabler,5.29
Vital (Enterprise Systems),2022,Enabler,24.7
VitalTech,2022,Challenger,14.31
Vivo (Healthcare Services),2022,Challenger,
VivoSense,2022,Enabler,25.0
Viz.ai,2022,Enabler,100.0
Vytalize,2022,Challenger,47.21
Walnut,2022,Enabler,11.75
Waltz Health,2022,Enabler,35.0
Warrior Centric Health,2022,Enabler,3.52
Wave (Clinics/Outpatient Services),2022,Challenger,6.5
Waymark,2022,Challenger,45.0
Weekend Health,2022,Challenger,22.8
WellTheory,2022,Challenger,7.15
Wellvana,2022,Enabler,19.12
Wheel Health,2022,Enabler,125.0
Wildflower Health,2022,Enabler,26.0
Woebot Health,2022,Challenger,9.5
Wonder Sciences,2022,Challenger,7.0
WonderMind,2022,Challenger,5.0
Wysa,2022,Challenger,10.71
xCures,2022,Enabler,16.8
XP Health,2022,Challenger,22.1
Zaya Care,2022,Enabler,7.6
Zeera,2022,Challenger,37.0
Zocalo Health,2022,Challenger,6.93
1health,2023,Enabler,6.2
1upHealth,2023,Enabler,40.0
4D Path,2023,Enabler,12.97
98point6,2023,Challenger,30.72
Abridge,2023,Enabler,30.0
Abridge,2023,Enabler,6.4
AdaptX,2023,Enabler,10.0
Advanced Telepsych,2023,Challenger,5.2
Affect (Clinics/Outpatient Services),2023,Challenger,18.07
Ahara,2023,Challenger,10.02
Aiberry,2023,Challenger,8.0
Aledade,2023,Enabler,260.0
Allara Health,2023,Challenger,16.29
Amalgam,2023,Challenger,17.36
Ambience Healthcare,2023,Enabler,70.0
Amenities,2023,Enabler,8.81
Ample (Clinics/Outpatient Services),2023,Challenger,7.75
AngioWave Imaging,2023,Enabler,7.5
AnswersNow,2023,Challenger,11.0
Antidote Health,2023,Challenger,18.2
Aptihealth,2023,Challenger,10.8
AristaMD,2023,Enabler,27.32
Arrive Health,2023,Enabler,6.0
Artera (Decision/Risk Analysis),2023,Enabler,90.0
Arya.Fyi,2023,Challenger,6.4
AtlasXomics,2023,Enabler,10.1
Atropos Health,2023,Enabler,5.92
Author Health,2023,Challenger,115.0
Avo,2023,Enabler,5.0
Axuall,2023,Enabler,7.0
Axuall,2023,Enabler,20.0
Banjo Health,2023,Enabler,13.0
Batelle,2023,Challenger,11.75
BeeKeeperAI,2023,Enabler,12.1
BEKHealth,2023,Enabler,5.47
Bend Health,2023,Challenger,31.16
Bento (Social/Platform Software),2023,Enabler,7.17
Better Life Partners,2023,Challenger,26.53
BetterNight,2023,Challenger,33.0
BetterYou,2023,Challenger,6.0
Biograph,2023,Challenger,29.9
Blueprint (Outcome Management),2023,Enabler,8.98
BodySpec,2023,Challenger,8.61
Bold (Educational and Training Services),2023,Challenger,17.0
Branch Care,2023,Challenger,5.69
Brisk Health,2023,Challenger,25.0
Briya,2023,Enabler,11.5
Bunkerhill Health,2023,Enabler,18.93
C2N Diagnostics,2023,Challenger,35.0
Candid Health,2023,Enabler,24.49
Capital Rx,2023,Enabler,72.0
Caraway (Clinics/Outpatient Services),2023,Challenger,16.75
Carbon Health,2023,Challenger,300.0
Carbon Health,2023,Challenger,100.0
CardioOne,2023,Enabler,8.0
Care Continuity,2023,Enabler,10.0
Carium,2023,Enabler,6.0
Carrum Health,2023,Enabler,45.0
Carta Healthcare,2023,Enabler,25.0
Cartwheel (Healthcare Services),2023,Challenger,20.0
CCX,2023,Enabler,5.4
Certify,2023,Enabler,11.0
ChartSpan,2023,Enabler,8.8
Clarity Pediatrics,2023,Challenger,10.0
Clayful,2023,Challenger,7.0
Clearsense,2023,Enabler,50.0
Clever Care Health Plan,2023,Challenger,42.0
Clinetic,2023,Enabler,5.0
Clinicom,2023,Challenger,4.85
Clinii,2023,Enabler,8.0
ClinTrialConnect,2023,Enabler,13.51
CodaMetrix,2023,Enabler,57.38
Cognitive Leap,2023,Challenger,5.1
Collectly,2023,Enabler,29.0
Commons Clinic,2023,Challenger,19.5
Commure,2023,Enabler,1323.13
Complete Sleep,2023,Challenger,5.0
Conceivable Life Sciences,2023,Challenger,20.0
Cortex (Healthcare Technology Systems),2023,Enabler,10.0
Cortica,2023,Challenger,115.0
Covera Health,2023,Enabler,50.0
Coverself,2023,Enabler,5.45
Cromatic,2023,Enabler,5.3
Culina Health,2023,Challenger,7.38
CuraFi,2023,Enabler,7.25
Cureatr,2023,Enabler,
CureMetrix,2023,Enabler,6.0
Cylinder,2023,Challenger,31.0
Datacubed Health,2023,Enabler,6.11
Daybreak Health,2023,Challenger,13.0
Delorean AI,2023,Enabler,7.55
DexCare,2023,Enabler,75.0
Diana Health,2023,Challenger,34.0
Digbi Health,2023,Challenger,5.4
Doceree,2023,Enabler,22.84
Dock Health,2023,Enabler,5.0
DocStation,2023,Enabler,6.5
Duos,2023,Challenger,10.0
Elaborate,2023,Enabler,9.88
Electronic Caregiver,2023,Enabler,95.0
Elemeno Health,2023,Enabler,6.03
Eleos Health,2023,Enabler,40.0
Elucid,2023,Enabler,86.0
Elucid,2023,Enabler,27.0
Empassion,2023,Challenger,25.0
EmpowerHealth,2023,Enabler,6.92
Endear Health,2023,Enabler,
EngagedMD,2023,Enabler,5.5
Enlitic (ASX: ENL),2023,Enabler,67.0
Enspire DBS Therapy,2023,Challenger,17.6
EO,2023,Enabler,7.0
Epikast,2023,Enabler,10.0
Essenvia,2023,Enabler,5.48
Eureka (Outcome Management (Healthcare)),2023,Challenger,7.0
evolvedMD,2023,Challenger,14.0
Fabric (Enterprise Systems),2023,Enabler,20.0
Family First,2023,Challenger,11.0
Faro Health,2023,Enabler,20.0
Fay,2023,Challenger,5.0
Ferrum Health,2023,Enabler,6.0
Firefly Health,2023,Challenger,40.0
FirstHand Health,2023,Challenger,28.08
FitLab,2023,Challenger,10.0
Float Health (Healthcare Services),2023,Challenger,9.99
FoldHealth,2023,Enabler,6.0
ForeSee Medical,2023,Enabler,13.54
Form Health,2023,Challenger,22.88
Forum,2023,Enabler,5.3
Forward (Clinics/Outpatient Services),2023,Challenger,100.0
Frame,2023,Challenger,5.33
Free Market Health,2023,Enabler,20.0
Frontera,2023,Enabler,22.0
Fuse Oncology,2023,Enabler,8.86
FuturHealth,2023,Challenger,5.0
GenHealth.ai,2023,Enabler,13.0
Glass Health,2023,Enabler,5.0
Glooko,2023,Enabler,67.0
Glytec,2023,Enabler,19.35
Goodpath,2023,Enabler,
Grayce,2023,Challenger,11.5
GrayHawk Health,2023,Challenger,13.25
Greater Good Health,2023,Challenger,10.25
Guidelight Health,2023,Challenger,
Gyant,2023,Enabler,8.61
HANDLE Global,2023,Enabler,5.7
Harbinger Health,2023,Enabler,140.0
HealNow,2023,Enabler,5.5
Health Data Analytics Institute,2023,Enabler,31.0
HealthBridge,2023,Enabler,8.37
HealthEC,2023,Enabler,5.0
HealtheMed,2023,Enabler,5.7
HealthŌme,2023,Enabler,7.94
HealthRhythms,2023,Enabler,22.2
HealthSnap,2023,Enabler,9.09
HealthTap,2023,Challenger,
Healthy Amplified,2023,Enabler,5.0
Heartbeat Health,2023,Challenger,10.75
HeartFlow,2023,Enabler,215.0
HelloHero,2023,Challenger,
Helpful (Healthcare Services),2023,Enabler,7.75
Hepta Bio,2023,Enabler,6.5
Hero Journey Club,2023,Challenger,14.62
Herself Health,2023,Challenger,26.0
Herself Health,2023,Challenger,7.0
Hippocratic AI,2023,Enabler,15.0
Hippocratic AI,2023,Enabler,50.0
Holmusk (He serves),2023,Enabler,30.0
Holmusk (He serves),2023,Enabler,45.75
Hone Health,2023,Challenger,7.8
How's Mom,2023,Enabler,6.69
Huddle Up,2023,Challenger,8.0
Hummingbird Healthcare,2023,Enabler,5.8
Ilant Health,2023,Challenger,5.5
iLLUME Ai,2023,Enabler,
Impilo (Enterprise Systems (Healthcare)),2023,Enabler,5.7
Inbound Health,2023,Enabler,30.0
Inbox Health,2023,Enabler,22.5
Index Health,2023,Challenger,9.0
InpharmD,2023,Enabler,6.5
InsideTracker,2023,Enabler,15.0
Inspire ( Healthcare Services),2023,Enabler,20.0
Integral (Business/Productivity Software),2023,Enabler,6.77
INTERlink AI,2023,Enabler,6.0
InterWell Health,2023,Challenger,18.33
Isaac Health,2023,Challenger,5.7
Janus Health,2023,Enabler,45.1
Javara,2023,Challenger,9.43
Joon Care,2023,Challenger,6.0
Journey Clinical,2023,Challenger,8.5
K Health,2023,Enabler,59.0
K4Connect,2023,Enabler,8.98
KAID Health,2023,Enabler,9.0
KangarooHealth,2023,Challenger,8.0
Keona Health,2023,Enabler,5.2
Kindbody,2023,Challenger,191.2
Kiyatec,2023,Enabler,18.0
Klaim,2023,Enabler,30.0
Klarity (Clinics/Outpatient Services),2023,Challenger,9.2
knownwell,2023,Challenger,20.0
Koios Medical,2023,Enabler,8.0
KOS (Decision/Risk Analysis),2023,Enabler,50.0
Kyros (Healthcare Technology Systems),2023,Enabler,10.5
Kythera,2023,Enabler,20.0
Laguna Health,2023,Enabler,15.0
LainaHealth,2023,Enabler,11.0
Lane Health,2023,Enabler,9.95
Laudio,2023,Enabler,13.0
Lavita (Healthcare Technology Systems),2023,Enabler,5.0
Lifeforce,2023,Challenger,12.0
Lifeguard (Elder and Disabled Care),2023,Challenger,5.49
Lifespark,2023,Challenger,50.0
Lirio,2023,Enabler,14.61
Local Infusion,2023,Challenger,10.0
Longevo,2023,Challenger,5.5
Loyal (Healthcare Technology Systems),2023,Enabler,7.7
Lucem Health,2023,Enabler,7.7
Luna (Nashville),2023,Challenger,36.0
Macro Trials,2023,Enabler,6.0
Mae,2023,Challenger,5.98
Main Street Health,2023,Challenger,315.0
Mantra Health,2023,Challenger,5.0
Marker (Educational Software),2023,Challenger,15.0
Mate Fertility,2023,Challenger,5.2
MD Revolution,2023,Enabler,5.0
MedArrive,2023,Challenger,
Medcrypt,2023,Enabler,27.19
Medeloop,2023,Enabler,9.0
Medical Brain,2023,Enabler,5.43
MediView,2023,Enabler,25.44
Medivis,2023,Enabler,22.01
Medix Infusion,2023,Challenger,25.5
Medmo,2023,Enabler,
Medrhythms,2023,Challenger,5.82
MedScout,2023,Enabler,5.0
MedTel,2023,Enabler,6.4
Melonfrost,2023,Enabler,7.0
Memora Health,2023,Enabler,30.0
Midi Health,2023,Challenger,25.0
Midstream Health,2023,Enabler,6.68
Mingle Health,2023,Enabler,7.28
Modern Pediatrics,2023,Challenger,9.0
Mon Ami,2023,Enabler,8.0
Monogram Health,2023,Challenger,375.0
MPAC Healthcare,2023,Challenger,
Myavana,2023,Enabler,5.9
MyMeds,2023,Enabler,6.0
MyWoundDoctor,2023,Challenger,11.85
Nest Genomics,2023,Enabler,8.5
Nest Health,2023,Challenger,14.62
Neura Health,2023,Challenger,8.0
NOCD,2023,Challenger,30.45
Nomi Health,2023,Enabler,118.24
Nourish,2023,Challenger,35.0
Nourish,2023,Challenger,8.0
Nymbl (Healthcare Technology Systems),2023,Enabler,11.25
Octave,2023,Challenger,52.51
Octave (Decision/Risk Analysis),2023,Enabler,
Octave (Decision/Risk Analysis),2023,Enabler,62.0
Onc AI,2023,Enabler,25.0
OnMed,2023,Enabler,6.1
OpenEvidence,2023,Enabler,25.0
OpenLoop Health,2023,Enabler,21.0
Opt Health,2023,Challenger,6.88
Optimize Health,2023,Enabler,18.0
Orbita,2023,Enabler,24.0
Orchid,2023,Enabler,12.0
Oshi Health,2023,Challenger,30.0
Ospitek,2023,Enabler,5.42
Oula,2023,Challenger,19.1
Ounce,2023,Challenger,5.2
Outbound AI,2023,Enabler,8.9
Paceline,2023,Enabler,20.31
Paige,2023,Enabler,19.5
Pair Team,2023,Challenger,19.68
Papa,2023,Challenger,60.0
Paradigm Health (Healthcare Technology Systems),2023,Challenger,203.0
PathologyWatch,2023,Challenger,22.34
PathWell Health,2023,Challenger,
PayGround,2023,Enabler,14.86
Paytient,2023,Enabler,33.0
Pearl Health,2023,Enabler,75.0
PhaseV (Healthcare Technology Systems),2023,Enabler,9.0
Playback Health,2023,Enabler,8.3
Plenful,2023,Enabler,9.0
Pomelo Care,2023,Challenger,25.0
Power,2023,Enabler,11.93
Prealize Health,2023,Enabler,7.0
Prevounce,2023,Enabler,7.0
Probably Genetic,2023,Enabler,10.72
Profi,2023,Enabler,8.0
Prognos Health,2023,Enabler,23.29
Prompt (Enterprise Systems (Healthcare)),2023,Enabler,6.04
Prospyr,2023,Enabler,5.0
Pulsara,2023,Enabler,6.75
PursueCare,2023,Challenger,20.0
Quilted Health,2023,Challenger,25.0
Quinsite,2023,Enabler,5.9
RAIsonance,2023,Enabler,7.2
RapidAI,2023,Enabler,75.0
Recuro Health,2023,Challenger,47.0
Reema Health,2023,Enabler,10.0
Rejoy Health,2023,Challenger,5.4
Reveleer,2023,Enabler,14.4
Rheonix,2023,Challenger,183.0
RhythmScience,2023,Enabler,6.0
Rialtic,2023,Enabler,36.71
Rialtic,2023,Enabler,28.1
RightMove Health,2023,Challenger,21.0
Rimidi,2023,Enabler,5.68
Rx Redefined,2023,Enabler,8.0
RxLightning,2023,Enabler,17.5
Rymedi,2023,Enabler,9.0
Ryse Health,2023,Challenger,9.79
SafeinHome,2023,Challenger,7.4
SafeRide Health,2023,Enabler,36.0
Sage (Healthcare Technology Systems),2023,Enabler,14.17
Sanguine,2023,Enabler,10.0
Scene Health,2023,Challenger,12.99
Season Health,2023,Challenger,
Seek Labs,2023,Challenger,13.64
Sempre Health,2023,Enabler,15.75
Sevaro,2023,Challenger,12.0
Sheer Health,2023,Enabler,13.0
ShiftMed,2023,Enabler,200.0
Sift Healthcare,2023,Enabler,6.75
Smarter Technologies,2023,Enabler,15.0
Solace (Clinics/Outpatient Services),2023,Challenger,6.53
Sollis Health,2023,Challenger,15.0
Sovato,2023,Enabler,13.0
Spark Advisors,2023,Challenger,10.05
Sparta Science,2023,Enabler,5.0
Sparta Science,2023,Enabler,34.0
SpectrumAi,2023,Enabler,20.0
Spring Health,2023,Challenger,63.5
Stella,2023,Challenger,7.0
Strive Health,2023,Challenger,166.0
Summus,2023,Challenger,19.5
Sunrise (Healthcare Services),2023,Challenger,42.0
Surgical Safety Technologies,2023,Enabler,15.0
SurgNet Health Partners,2023,Challenger,50.0
Surgo Health,2023,Enabler,5.0
Synapse Health,2023,Enabler,25.0
Synapse Health,2023,Enabler,15.0
Syntax Health,2023,Enabler,7.5
TailorCare,2023,Challenger,60.0
Taro Health,2023,Challenger,13.59
Tausight,2023,Enabler,6.0
The Helper Bees,2023,Enabler,7.0
Therapymatch,2023,Challenger,125.0
Third Eye Health,2023,Enabler,19.77
Thrivable,2023,Enabler,6.3
Thrive Health Tech,2023,Enabler,8.0
Thrive365,2023,Enabler,
Thyme Care,2023,Challenger,60.0
Tia,2023,Challenger,20.73
Topography Health,2023,Enabler,27.5
Trayt,2023,Enabler,5.8
Triomics,2023,Enabler,13.75
Triplebar,2023,Enabler,21.0
Truepill,2023,Enabler,66.18
TruLite Health,2023,Enabler,8.15
TuumIO,2023,Enabler,30.2
Twenty30 Health,2023,Challenger,6.52
Twill,2023,Challenger,36.03
UpLift (Clinics/Outpatient Services),2023,Challenger,10.7
Uptiv Health,2023,Challenger,7.75
Uwill,2023,Challenger,30.0
Vale Health,2023,Enabler,13.0
Vativis,2023,Enabler,20.0
Venteur,2023,Challenger,7.6
Ventricle Health,2023,Challenger,8.0
Verana Health,2023,Enabler,78.74
Verifiable,2023,Enabler,27.0
Viomerse,2023,Enabler,4.9
Visana Health,2023,Challenger,13.36
Vita Health,2023,Challenger,3.4
Vital Interaction,2023,Enabler,6.0
ViuHealth,2023,Challenger,5.77
Vivid Health (Elder and Disabled Care),2023,Challenger,7.5
Viz.ai,2023,Enabler,40.0
Vybe Urgent Care,2023,Challenger,8.94
Vytalize,2023,Challenger,45.0
Watershed Health,2023,Enabler,9.82
Wave (Clinics/Outpatient Services),2023,Challenger,5.95
Waymark,2023,Challenger,22.0
Wellth (California),2023,Enabler,20.0
Wellthy (Clinics/Outpatient Services),2023,Challenger,25.5
Wellvana,2023,Enabler,122.03
Wisdo Health,2023,Challenger,5.0
Xerataus IQX,2023,Enabler,25.0
Xerataus IQX,2023,Enabler,25.0
Youtopia,2023,Enabler,
Yuvo Health,2023,Challenger,20.0
Zeda (Devices and Supplies),2023,Enabler,
ZERO.health,2023,Challenger,6.28
Zorro,2023,Enabler,11.5
Zus Health,2023,Enabler,40.0
32Health,2024,Enabler,18.2
9am.Health,2024,Challenger,9.57
Abacus Insights,2024,Enabler,6.31
Abacus Insights,2024,Enabler,40.92
Abett,2024,Enabler,11.6
Abridge,2024,Enabler,150.0
AccessHope,2024,Enabler,33.0
Acclinate,2024,Enabler,7.0
Accompany Health,2024,Challenger,56.0
AcuityMD,2024,Enabler,45.0
Adoreal,2024,Enabler,5.87
Advantia Health,2024,Challenger,85.72
AiCure,2024,Enabler,4.0
Aizon,2024,Enabler,20.0
Alchemy (Healthcare Services),2024,Enabler,
Alto Pharmacy,2024,Challenger,120.0
Amae Health,2024,Challenger,16.0
Amino Health,2024,Enabler,90.0
AminoChain,2024,Enabler,7.07
Amplifyer Bio,2024,Enabler,7.08
Anatomy Financial,2024,Enabler,19.0
Anatomy Financial,2024,Enabler,7.6
AngelEye Health,2024,Enabler,11.17
Anna Health,2024,Challenger,9.41
Anomaly (Healthcare Technology Systems),2024,Enabler,13.07
Anterior,2024,Enabler,20.0
Arbital Health,2024,Enabler,15.23
Arise (Clinics/Outpatient Services),2024,Challenger,6.48
Artera (Decision/Risk Analysis),2024,Enabler,20.0
Artisight,2024,Enabler,38.46
Arya.Fyi,2024,Challenger,8.5
Arya.Fyi,2024,Challenger,7.5
Ascellus,2024,Challenger,13.98
Ascertain,2024,Enabler,7.38
Ash,2024,Challenger,10.0
Atropos Health,2024,Enabler,33.0
Auxa Health,2024,Enabler,5.2
Ayble Health,2024,Enabler,6.65
Backpack,2024,Challenger,14.0
Bamf Health,2024,Challenger,
Bardavon,2024,Enabler,5.22
Bayesian Health,2024,Enabler,25.0
Being Health,2024,Challenger,5.4
BeMe Health,2024,Enabler,8.45
Berry Street,2024,Challenger,9.24
Better Health,2024,Challenger,14.0
Betteromics,2024,Enabler,16.6
Bexa,2024,Enabler,16.0
Blackbird Health,2024,Challenger,22.77
Blink Health,2024,Enabler,128.0
blockit (Enterprise Systems (Healthcare)),2024,Enabler,10.65
Bluespine,2024,Enabler,7.2
Bolster,2024,Enabler,14.0
Bolt (Healthcare Technology Systems),2024,Enabler,6.93
Boost,2024,Enabler,
BostonGene,2024,Enabler,120.0
Boulder Care,2024,Challenger,35.01
BrainCheck,2024,Enabler,15.37
Brave Care,2024,Challenger,9.35
BridgepointMD,2024,Challenger,
Brightside Health,2024,Challenger,33.0
Brisk Health,2024,Challenger,100.0
C2N Diagnostics,2024,Challenger,40.0
CalmWave,2024,Enabler,5.25
Camber (Healthcare Technology Systems),2024,Enabler,30.0
Canary Speech,2024,Enabler,13.03
Canid,2024,Enabler,10.5
Canvas Medical,2024,Enabler,21.0
CapExpert,2024,Enabler,5.0
Capital Rx,2024,Enabler,115.0
Caresyntax,2024,Enabler,210.0
Cariloop,2024,Challenger,20.0
CARPL,2024,Enabler,6.0
Cayaba Care,2024,Challenger,5.0
Cecelia Health,2024,Challenger,6.48
Centaur Labs,2024,Enabler,16.0
Centivo,2024,Challenger,49.14
Cercle (Healthcare Services),2024,Challenger,6.0
Chamber Cardio,2024,Challenger,8.0
Chapter Medicare,2024,Challenger,50.0
Ciba Health,2024,Challenger,10.3
Citizen Health,2024,Enabler,14.5
Clarion (Enterprise Systems (Healthcare)),2024,Enabler,5.3
Clarium Health,2024,Enabler,12.5
Clearsense,2024,Enabler,18.74
Cleerly,2024,Enabler,106.0
Click Therapeutics,2024,Challenger,11.27
CodaMetrix,2024,Enabler,40.0
Codex Health,2024,Enabler,11.0
Cohere Health,2024,Enabler,52.0
Conceivable Life Sciences,2024,Challenger,
Conversio Health,2024,Enabler,15.83
Coral Care,2024,Challenger,6.5
Cornerstone AI,2024,Enabler,5.0
Cortechs.ai,2024,Enabler,14.0
Cortica,2024,Challenger,81.0
Counsel Health (Clinics/Outpatient Services),2024,Challenger,11.0
Counslr,2024,Challenger,5.24
Courier Health,2024,Enabler,16.5
Coverself,2024,Enabler,8.18
CredibleMind,2024,Challenger,7.5
Credo Health,2024,Enabler,5.25
CueZen,2024,Enabler,7.0
Culina Health,2024,Challenger,7.9
CureMetrix,2024,Enabler,30.0
Dandelion Health,2024,Enabler,15.89
Darby,2024,Enabler,
DashLX,2024,Enabler,5.4
Dasi Simulations,2024,Enabler,5.0
DaylightRx,2024,Enabler,5.8
Decisio Health,2024,Enabler,
Devoted,2024,Challenger,287.0
DigitalOwl,2024,Enabler,12.0
Dina,2024,Enabler,7.0
Diverge Health,2024,Challenger,52.4
Doc.com,2024,Challenger,299.29
Doceree,2024,Enabler,11.71
Droxi,2024,Enabler,21.0
Dyania Health,2024,Enabler,10.0
Elderhood,2024,Challenger,12.0
Eleanor Health,2024,Challenger,30.0
Eleanor Health,2024,Challenger,22.24
Emerging Therapy Solutions,2024,Enabler,5.0
Equip,2024,Challenger,35.0
Eternal Life Services,2024,Challenger,
Etiometry,2024,Enabler,
Evidation Health,2024,Enabler,105.0
Evidently,2024,Enabler,15.0
Evidium,2024,Enabler,6.75
EXOKĒRYX,2024,Enabler,12.0
Expressable,2024,Challenger,28.16
Eyebot,2024,Enabler,8.28
Fabric (Enterprise Systems),2024,Enabler,60.0
Faction Imaging,2024,Enabler,10.0
Fay,2024,Challenger,20.0
Feeling Great,2024,Enabler,8.0
Ferrum Health,2024,Enabler,16.0
Ferry Health,2024,Enabler,6.0
Fifth Eye,2024,Enabler,2.6
Fijoya,2024,Enabler,8.3
Firefly Health,2024,Challenger,18.9
flyte (Clinics/Outpatient Services),2024,Challenger,24.0
Foodsmart,2024,Enabler,200.0
Foodsmart,2024,Enabler,40.0
Forge Health,2024,Challenger,26.6
Form Health,2024,Challenger,12.5
Fort Health,2024,Challenger,5.5
Forta,2024,Challenger,55.0
Fountain Life,2024,Challenger,101.63
Freenome,2024,Enabler,254.0
Freyja Healthcare,2024,Enabler,8.0
Freyja Healthcare,2024,Enabler,8.0
Function Health,2024,Challenger,53.0
FUTURE Health,2024,Challenger,7.81
Genomic Life,2024,Challenger,10.0
Getlabs,2024,Challenger,18.69
Global Health Opinion,2024,Challenger,10.0
Glooko,2024,Enabler,100.0
Granted Health,2024,Enabler,15.0
Greater Good Health,2024,Challenger,10.0
GroundGame Health,2024,Enabler,17.0
Grouper,2024,Enabler,5.0
GRYT Health,2024,Challenger,5.0
Guidehealth,2024,Challenger,14.0
Habitat Health,2024,Challenger,50.0
HabitNu,2024,Challenger,
Hamilton Health Box,2024,Challenger,10.0
Harbor Health,2024,Challenger,95.5
Headlight (Clinics/Outpatient Services),2024,Challenger,18.0
HealthBridge,2024,Enabler,6.62
Healthee,2024,Enabler,32.0
HealtheMed,2024,Enabler,7.0
HealthEx,2024,Enabler,14.0
HealthFleet,2024,Enabler,10.0
Healthie,2024,Enabler,23.0
HealthSnap,2024,Enabler,25.0
Heartbeat Health,2024,Challenger,24.05
Herself Health,2024,Challenger,37.0
Heyday Health,2024,Challenger,12.5
HiLabs,2024,Enabler,39.0
Hippocratic AI,2024,Enabler,72.0
Homethrive,2024,Challenger,20.52
Hope River Ranch,2024,Challenger,16.7
Hopscotch Primary Care,2024,Challenger,45.0
Huddle Up,2024,Challenger,8.0
Humanaut Health,2024,Challenger,8.7
Humata Health,2024,Enabler,25.0
Hummingbird Healthcare,2024,Enabler,9.87
Impilo (Enterprise Systems (Healthcare)),2024,Enabler,11.5
Infinitus Systems,2024,Enabler,51.5
Infiuss Health,2024,Enabler,8.0
Informed Mindset Medical,2024,Enabler,8.0
InHome Therapy,2024,Challenger,5.06
InStride Health,2024,Challenger,30.0
Integral (Business/Productivity Software),2024,Enabler,8.0
Intus Care,2024,Enabler,11.56
iVEAcare,2024,Enabler,27.5
Janus Health,2024,Enabler,10.0
Jimini Health,2024,Challenger,8.0
Journey Clinical,2024,Challenger,15.0
Joyful Health,2024,Enabler,5.1
K Health,2024,Enabler,88.36
Kins (Clinics/Outpatient Services),2024,Challenger,7.0
Kythera,2024,Enabler,
LainaHealth,2024,Enabler,5.0
Lark,2024,Challenger,16.3
Latent,2024,Enabler,13.0
Leal Health,2024,Enabler,26.0
Legion Health,2024,Challenger,6.3
LifeGuides,2024,Enabler,15.04
Lighten,2024,Enabler,5.5
Lightship,2024,Challenger,21.51
Limber Health,2024,Challenger,14.03
Lin Health,2024,Enabler,5.3
Lirio,2024,Enabler,
Livara Health,2024,Challenger,15.0
Lore (Healthcare Technology Systems),2024,Enabler,80.0
Lotus Health AI,2024,Enabler,5.0
LowRetreat,2024,Challenger,5.0
Loyal (Healthcare Technology Systems),2024,Enabler,33.5
Lumata Health,2024,Challenger,5.5
Lumeon,2024,Enabler,7.59
Lumeris,2024,Enabler,100.0
Luminate Health,2024,Enabler,6.5
Lushi,2024,Challenger,5.0
Mammoth Biosciences,2024,Enabler,106.69
Manatee (Healthcare Services),2024,Challenger,5.0
Manifold,2024,Enabler,15.0
MARABio,2024,Challenger,19.06
Marble ( Clinics/Outpatient Services),2024,Challenger,5.0
